DataPoint,Cycle Index,Step Index,Step Type,Time,Total Time,Current(mA),Voltage(V),Capacity(mAh),Spec. Cap.(mAh/g),Chg. Cap.(mAh),DChg. Cap.(mAh),DChg. Spec. Cap.(mAh/g),Accumulated capacity(mAh),Energy(mWh),Date,Power(mW),
7519,2,6,CC DChg,18:13:30.000,62:35:57.600,-0.1,3.7085,1.093491659,45.56,0.0,1.1,45.56,-0.9,4.3,2025-03-01 10:16:44,-0.2,
7520,2,6,CC DChg,18:14:00.000,62:36:27.600,-0.1,3.7083,1.093991683,45.58,0.0,1.1,45.58,-0.9,4.3,2025-03-01 10:17:14,-0.2,
7521,2,6,CC DChg,18:14:30.000,62:36:57.600,-0.1,3.7082,1.094491676,45.60,0.0,1.1,45.60,-0.9,4.3,2025-03-01 10:17:44,-0.2,
7522,2,6,CC DChg,18:15:00.000,62:37:27.600,-0.1,3.7080,1.094991672,45.62,0.0,1.1,45.62,-0.9,4.3,2025-03-01 10:18:14,-0.2,
7523,2,6,CC DChg,18:15:30.000,62:37:57.600,-0.1,3.7078,1.095491578,45.65,0.0,1.1,45.65,-0.9,4.3,2025-03-01 10:18:44,-0.2,
7524,2,6,CC DChg,18:16:00.000,62:38:27.600,-0.1,3.7077,1.095991577,45.67,0.0,1.1,45.67,-0.9,4.3,2025-03-01 10:19:14,-0.2,
7525,2,6,CC DChg,18:16:30.000,62:38:57.600,-0.1,3.7075,1.096491577,45.69,0.0,1.1,45.69,-0.9,4.3,2025-03-01 10:19:44,-0.2,
7526,2,6,CC DChg,18:17:00.000,62:39:27.600,-0.1,3.7073,1.096991589,45.71,0.0,1.1,45.71,-0.9,4.3,2025-03-01 10:20:14,-0.2,
7527,2,6,CC DChg,18:17:30.000,62:39:57.600,-0.1,3.7071,1.097491586,45.73,0.0,1.1,45.73,-0.9,4.3,2025-03-01 10:20:44,-0.2,
7528,2,6,CC DChg,18:18:00.000,62:40:27.600,-0.1,3.7069,1.097991587,45.75,0.0,1.1,45.75,-0.9,4.3,2025-03-01 10:21:14,-0.2,
7529,2,6,CC DChg,18:18:30.000,62:40:57.600,-0.1,3.7068,1.098491601,45.77,0.0,1.1,45.77,-0.9,4.3,2025-03-01 10:21:44,-0.2,
7530,2,6,CC DChg,18:19:00.000,62:41:27.600,-0.1,3.7066,1.098991602,45.79,0.0,1.1,45.79,-0.9,4.3,2025-03-01 10:22:14,-0.2,
7531,2,6,CC DChg,18:19:30.000,62:41:57.600,-0.1,3.7064,1.099491604,45.81,0.0,1.1,45.81,-0.9,4.3,2025-03-01 10:22:44,-0.2,
7532,2,6,CC DChg,18:20:00.000,62:42:27.600,-0.1,3.7063,1.099991612,45.83,0.0,1.1,45.83,-0.9,4.3,2025-03-01 10:23:14,-0.2,
7533,2,6,CC DChg,18:20:30.000,62:42:57.600,-0.1,3.7061,1.100491608,45.85,0.0,1.1,45.85,-0.9,4.3,2025-03-01 10:23:44,-0.2,
7534,2,6,CC DChg,18:21:00.000,62:43:27.600,-0.1,3.7059,1.100991601,45.87,0.0,1.1,45.87,-0.9,4.3,2025-03-01 10:24:14,-0.2,
7535,2,6,CC DChg,18:21:30.000,62:43:57.600,-0.1,3.7057,1.101491624,45.90,0.0,1.1,45.90,-0.9,4.3,2025-03-01 10:24:44,-0.2,
7536,2,6,CC DChg,18:22:00.000,62:44:27.600,-0.1,3.7056,1.101991624,45.92,0.0,1.1,45.92,-0.9,4.3,2025-03-01 10:25:14,-0.2,
7537,2,6,CC DChg,18:22:30.000,62:44:57.600,-0.1,3.7054,1.102491625,45.94,0.0,1.1,45.94,-0.9,4.3,2025-03-01 10:25:44,-0.2,
7538,2,6,CC DChg,18:23:00.000,62:45:27.600,-0.1,3.7052,1.102991635,45.96,0.0,1.1,45.96,-0.9,4.3,2025-03-01 10:26:14,-0.2,
7539,2,6,CC DChg,18:23:30.000,62:45:57.600,-0.1,3.7050,1.103491636,45.98,0.0,1.1,45.98,-0.9,4.3,2025-03-01 10:26:44,-0.2,
7540,2,6,CC DChg,18:24:00.000,62:46:27.600,-0.1,3.7048,1.103991638,46.00,0.0,1.1,46.00,-0.9,4.3,2025-03-01 10:27:14,-0.2,
7541,2,6,CC DChg,18:24:30.000,62:46:57.600,-0.1,3.7047,1.104491646,46.02,0.0,1.1,46.02,-0.9,4.3,2025-03-01 10:27:44,-0.2,
7542,2,6,CC DChg,18:25:00.000,62:47:27.600,-0.1,3.7045,1.104991646,46.04,0.0,1.1,46.04,-0.9,4.3,2025-03-01 10:28:14,-0.2,
7543,2,6,CC DChg,18:25:30.000,62:47:57.600,-0.1,3.7043,1.105491646,46.06,0.0,1.1,46.06,-0.9,4.3,2025-03-01 10:28:44,-0.2,
7544,2,6,CC DChg,18:26:00.000,62:48:27.600,-0.1,3.7041,1.105991658,46.08,0.0,1.1,46.08,-0.9,4.3,2025-03-01 10:29:14,-0.2,
7545,2,6,CC DChg,18:26:30.000,62:48:57.600,-0.1,3.7040,1.106491656,46.10,0.0,1.1,46.10,-0.9,4.3,2025-03-01 10:29:44,-0.2,
7546,2,6,CC DChg,18:27:00.000,62:49:27.600,-0.1,3.7038,1.106991655,46.12,0.0,1.1,46.12,-0.9,4.3,2025-03-01 10:30:14,-0.2,
7547,2,6,CC DChg,18:27:30.000,62:49:57.600,-0.1,3.7036,1.107491553,46.15,0.0,1.1,46.15,-0.9,4.3,2025-03-01 10:30:44,-0.2,
7548,2,6,CC DChg,18:28:00.000,62:50:27.600,-0.1,3.7034,1.107991553,46.17,0.0,1.1,46.17,-0.9,4.3,2025-03-01 10:31:14,-0.2,
7549,2,6,CC DChg,18:28:30.000,62:50:57.600,-0.1,3.7033,1.108491551,46.19,0.0,1.1,46.19,-0.9,4.3,2025-03-01 10:31:44,-0.2,
7550,2,6,CC DChg,18:29:00.000,62:51:27.600,-0.1,3.7031,1.108991564,46.21,0.0,1.1,46.21,-0.9,4.4,2025-03-01 10:32:14,-0.2,
7551,2,6,CC DChg,18:29:30.000,62:51:57.600,-0.1,3.7029,1.109491562,46.23,0.0,1.1,46.23,-0.9,4.4,2025-03-01 10:32:44,-0.2,
7552,2,6,CC DChg,18:30:00.000,62:52:27.600,-0.1,3.7027,1.109991562,46.25,0.0,1.1,46.25,-0.9,4.4,2025-03-01 10:33:14,-0.2,
7553,2,6,CC DChg,18:30:30.000,62:52:57.600,-0.1,3.7026,1.110491576,46.27,0.0,1.1,46.27,-0.9,4.4,2025-03-01 10:33:44,-0.2,
7554,2,6,CC DChg,18:31:00.000,62:53:27.600,-0.1,3.7024,1.110991571,46.29,0.0,1.1,46.29,-0.9,4.4,2025-03-01 10:34:14,-0.2,
7555,2,6,CC DChg,18:31:30.000,62:53:57.600,-0.1,3.7022,1.111491569,46.31,0.0,1.1,46.31,-0.9,4.4,2025-03-01 10:34:44,-0.2,
7556,2,6,CC DChg,18:32:00.000,62:54:27.600,-0.1,3.7020,1.111991587,46.33,0.0,1.1,46.33,-0.9,4.4,2025-03-01 10:35:14,-0.2,
7557,2,6,CC DChg,18:32:30.000,62:54:57.600,-0.1,3.7018,1.112491581,46.35,0.0,1.1,46.35,-0.9,4.4,2025-03-01 10:35:44,-0.2,
7558,2,6,CC DChg,18:33:00.000,62:55:27.600,-0.1,3.7017,1.112991576,46.37,0.0,1.1,46.37,-0.9,4.4,2025-03-01 10:36:14,-0.2,
7559,2,6,CC DChg,18:33:30.000,62:55:57.600,-0.1,3.7015,1.113491599,46.40,0.0,1.1,46.40,-0.9,4.4,2025-03-01 10:36:44,-0.2,
7560,2,6,CC DChg,18:34:00.000,62:56:27.600,-0.1,3.7013,1.113991597,46.42,0.0,1.1,46.42,-0.9,4.4,2025-03-01 10:37:14,-0.2,
7561,2,6,CC DChg,18:34:30.000,62:56:57.600,-0.1,3.7012,1.114491598,46.44,0.0,1.1,46.44,-0.9,4.4,2025-03-01 10:37:44,-0.2,
7562,2,6,CC DChg,18:35:00.000,62:57:27.600,-0.1,3.7010,1.11499161,46.46,0.0,1.1,46.46,-0.9,4.4,2025-03-01 10:38:14,-0.2,
7563,2,6,CC DChg,18:35:30.000,62:57:57.600,-0.1,3.7008,1.115491607,46.48,0.0,1.1,46.48,-0.9,4.4,2025-03-01 10:38:44,-0.2,
7564,2,6,CC DChg,18:36:00.000,62:58:27.600,-0.1,3.7006,1.115991605,46.50,0.0,1.1,46.50,-0.9,4.4,2025-03-01 10:39:14,-0.2,
7565,2,6,CC DChg,18:36:30.000,62:58:57.600,-0.1,3.7005,1.116491621,46.52,0.0,1.1,46.52,-0.9,4.4,2025-03-01 10:39:44,-0.2,
7566,2,6,CC DChg,18:37:00.000,62:59:27.600,-0.1,3.7003,1.116991621,46.54,0.0,1.1,46.54,-0.9,4.4,2025-03-01 10:40:14,-0.2,
7567,2,6,CC DChg,18:37:30.000,62:59:57.600,-0.1,3.7001,1.117491617,46.56,0.0,1.1,46.56,-0.9,4.4,2025-03-01 10:40:44,-0.2,
7568,2,6,CC DChg,18:38:00.000,63:00:27.600,-0.1,3.6999,1.117991516,46.58,0.0,1.1,46.58,-0.9,4.4,2025-03-01 10:41:14,-0.2,
7569,2,6,CC DChg,18:38:30.000,63:00:57.600,-0.1,3.6997,1.118491516,46.60,0.0,1.1,46.60,-0.9,4.4,2025-03-01 10:41:44,-0.2,
7570,2,6,CC DChg,18:39:00.000,63:01:27.600,-0.1,3.6996,1.118991508,46.62,0.0,1.1,46.62,-0.9,4.4,2025-03-01 10:42:14,-0.2,
7571,2,6,CC DChg,18:39:30.000,63:01:57.600,-0.1,3.6994,1.119491528,46.65,0.0,1.1,46.65,-0.9,4.4,2025-03-01 10:42:44,-0.2,
7572,2,6,CC DChg,18:40:00.000,63:02:27.600,-0.1,3.6992,1.119991526,46.67,0.0,1.1,46.67,-0.9,4.4,2025-03-01 10:43:14,-0.2,
7573,2,6,CC DChg,18:40:30.000,63:02:57.600,-0.1,3.6991,1.12049152,46.69,0.0,1.1,46.69,-0.9,4.4,2025-03-01 10:43:44,-0.2,
7574,2,6,CC DChg,18:41:00.000,63:03:27.600,-0.1,3.6988,1.120991539,46.71,0.0,1.1,46.71,-0.9,4.4,2025-03-01 10:44:14,-0.2,
7575,2,6,CC DChg,18:41:30.000,63:03:57.600,-0.1,3.6987,1.121491536,46.73,0.0,1.1,46.73,-0.9,4.4,2025-03-01 10:44:44,-0.2,
7576,2,6,CC DChg,18:42:00.000,63:04:27.600,-0.1,3.6985,1.121991535,46.75,0.0,1.1,46.75,-0.9,4.4,2025-03-01 10:45:14,-0.2,
7577,2,6,CC DChg,18:42:30.000,63:04:57.600,-0.1,3.6983,1.122491551,46.77,0.0,1.1,46.77,-0.9,4.4,2025-03-01 10:45:44,-0.2,
7578,2,6,CC DChg,18:43:00.000,63:05:27.600,-0.1,3.6981,1.122991548,46.79,0.0,1.1,46.79,-0.9,4.4,2025-03-01 10:46:14,-0.2,
7579,2,6,CC DChg,18:43:30.000,63:05:57.600,-0.1,3.6980,1.123491545,46.81,0.0,1.1,46.81,-0.9,4.4,2025-03-01 10:46:44,-0.2,
7580,2,6,CC DChg,18:44:00.000,63:06:27.600,-0.1,3.6978,1.123991562,46.83,0.0,1.1,46.83,-0.9,4.4,2025-03-01 10:47:14,-0.2,
7581,2,6,CC DChg,18:44:30.000,63:06:57.600,-0.1,3.6976,1.124491558,46.85,0.0,1.1,46.85,-0.9,4.4,2025-03-01 10:47:44,-0.2,
7582,2,6,CC DChg,18:45:00.000,63:07:27.600,-0.1,3.6974,1.124991557,46.87,0.0,1.1,46.87,-0.9,4.4,2025-03-01 10:48:14,-0.2,
7583,2,6,CC DChg,18:45:30.000,63:07:57.600,-0.1,3.6973,1.125491573,46.90,0.0,1.1,46.90,-0.9,4.4,2025-03-01 10:48:44,-0.2,
7584,2,6,CC DChg,18:46:00.000,63:08:27.600,-0.1,3.6971,1.125991572,46.92,0.0,1.1,46.92,-0.9,4.4,2025-03-01 10:49:14,-0.2,
7585,2,6,CC DChg,18:46:30.000,63:08:57.600,-0.1,3.6969,1.126491566,46.94,0.0,1.1,46.94,-0.9,4.4,2025-03-01 10:49:44,-0.2,
7586,2,6,CC DChg,18:47:00.000,63:09:27.600,-0.1,3.6968,1.126991468,46.96,0.0,1.1,46.96,-0.9,4.4,2025-03-01 10:50:14,-0.2,
7587,2,6,CC DChg,18:47:30.000,63:09:57.600,-0.1,3.6965,1.127491461,46.98,0.0,1.1,46.98,-0.9,4.4,2025-03-01 10:50:44,-0.2,
7588,2,6,CC DChg,18:48:00.000,63:10:27.600,-0.1,3.6964,1.127991457,47.00,0.0,1.1,47.00,-0.9,4.4,2025-03-01 10:51:14,-0.2,
7589,2,6,CC DChg,18:48:30.000,63:10:57.600,-0.1,3.6962,1.12849148,47.02,0.0,1.1,47.02,-0.9,4.4,2025-03-01 10:51:44,-0.2,
7590,2,6,CC DChg,18:49:00.000,63:11:27.600,-0.1,3.6960,1.128991481,47.04,0.0,1.1,47.04,-0.9,4.4,2025-03-01 10:52:14,-0.2,
7591,2,6,CC DChg,18:49:30.000,63:11:57.600,-0.1,3.6959,1.129491481,47.06,0.0,1.1,47.06,-0.9,4.4,2025-03-01 10:52:44,-0.2,
7592,2,6,CC DChg,18:50:00.000,63:12:27.600,-0.1,3.6957,1.129991491,47.08,0.0,1.1,47.08,-0.9,4.4,2025-03-01 10:53:14,-0.2,
7593,2,6,CC DChg,18:50:30.000,63:12:57.600,-0.1,3.6955,1.130491484,47.10,0.0,1.1,47.10,-0.9,4.4,2025-03-01 10:53:44,-0.2,
7594,2,6,CC DChg,18:51:00.000,63:13:27.600,-0.1,3.6953,1.130991486,47.12,0.0,1.1,47.12,-0.9,4.4,2025-03-01 10:54:14,-0.2,
7595,2,6,CC DChg,18:51:30.000,63:13:57.600,-0.1,3.6952,1.131491503,47.15,0.0,1.1,47.15,-0.9,4.4,2025-03-01 10:54:44,-0.2,
7596,2,6,CC DChg,18:52:00.000,63:14:27.600,-0.1,3.6950,1.1319915,47.17,0.0,1.1,47.17,-0.9,4.4,2025-03-01 10:55:14,-0.2,
7597,2,6,CC DChg,18:52:30.000,63:14:57.600,-0.1,3.6948,1.132491497,47.19,0.0,1.1,47.19,-0.9,4.4,2025-03-01 10:55:44,-0.2,
7598,2,6,CC DChg,18:53:00.000,63:15:27.600,-0.1,3.6946,1.132991514,47.21,0.0,1.1,47.21,-0.9,4.4,2025-03-01 10:56:14,-0.2,
7599,2,6,CC DChg,18:53:30.000,63:15:57.600,-0.1,3.6944,1.133491516,47.23,0.0,1.1,47.23,-0.9,4.4,2025-03-01 10:56:44,-0.2,
7600,2,6,CC DChg,18:54:00.000,63:16:27.600,-0.1,3.6943,1.133991522,47.25,0.0,1.1,47.25,-0.9,4.4,2025-03-01 10:57:14,-0.2,
7601,2,6,CC DChg,18:54:30.000,63:16:57.600,-0.1,3.6941,1.134491526,47.27,0.0,1.1,47.27,-0.9,4.4,2025-03-01 10:57:44,-0.2,
7602,2,6,CC DChg,18:55:00.000,63:17:27.600,-0.1,3.6939,1.134991522,47.29,0.0,1.1,47.29,-0.9,4.4,2025-03-01 10:58:14,-0.2,
7603,2,6,CC DChg,18:55:30.000,63:17:57.600,-0.1,3.6937,1.135491525,47.31,0.0,1.1,47.31,-0.9,4.4,2025-03-01 10:58:44,-0.2,
7604,2,6,CC DChg,18:56:00.000,63:18:27.600,-0.1,3.6935,1.135991537,47.33,0.0,1.1,47.33,-0.9,4.5,2025-03-01 10:59:14,-0.2,
7605,2,6,CC DChg,18:56:30.000,63:18:57.600,-0.1,3.6933,1.136491538,47.35,0.0,1.1,47.35,-0.9,4.5,2025-03-01 10:59:44,-0.2,
7606,2,6,CC DChg,18:57:00.000,63:19:27.600,-0.1,3.6932,1.136991541,47.37,0.0,1.1,47.37,-0.9,4.5,2025-03-01 11:00:14,-0.2,
7607,2,6,CC DChg,18:57:30.000,63:19:57.600,-0.1,3.6930,1.137491548,47.40,0.0,1.1,47.40,-0.9,4.5,2025-03-01 11:00:44,-0.2,
7608,2,6,CC DChg,18:58:00.000,63:20:27.600,-0.1,3.6928,1.13799155,47.42,0.0,1.1,47.42,-0.9,4.5,2025-03-01 11:01:14,-0.2,
7609,2,6,CC DChg,18:58:30.000,63:20:57.600,-0.1,3.6926,1.138491553,47.44,0.0,1.1,47.44,-0.9,4.5,2025-03-01 11:01:44,-0.2,
7610,2,6,CC DChg,18:59:00.000,63:21:27.600,-0.1,3.6924,1.13899156,47.46,0.0,1.1,47.46,-0.9,4.5,2025-03-01 11:02:14,-0.2,
7611,2,6,CC DChg,18:59:30.000,63:21:57.600,-0.1,3.6923,1.139491563,47.48,0.0,1.1,47.48,-0.9,4.5,2025-03-01 11:02:44,-0.2,
7612,2,6,CC DChg,19:00:00.000,63:22:27.600,-0.1,3.6921,1.139991566,47.50,0.0,1.1,47.50,-0.9,4.5,2025-03-01 11:03:14,-0.2,
7613,2,6,CC DChg,19:00:30.000,63:22:57.600,-0.1,3.6919,1.140491571,47.52,0.0,1.1,47.52,-0.9,4.5,2025-03-01 11:03:44,-0.2,
7614,2,6,CC DChg,19:01:00.000,63:23:27.600,-0.1,3.6917,1.140991571,47.54,0.0,1.1,47.54,-0.9,4.5,2025-03-01 11:04:14,-0.2,
7615,2,6,CC DChg,19:01:30.000,63:23:57.600,-0.1,3.6915,1.141491566,47.56,0.0,1.1,47.56,-0.9,4.5,2025-03-01 11:04:44,-0.2,
7616,2,6,CC DChg,19:02:00.000,63:24:27.600,-0.1,3.6914,1.141991583,47.58,0.0,1.1,47.58,-0.9,4.5,2025-03-01 11:05:14,-0.2,
7617,2,6,CC DChg,19:02:30.000,63:24:57.600,-0.1,3.6912,1.142491581,47.60,0.0,1.1,47.60,-0.9,4.5,2025-03-01 11:05:44,-0.2,
7618,2,6,CC DChg,19:03:00.000,63:25:27.600,-0.1,3.6910,1.142991578,47.62,0.0,1.1,47.62,-0.9,4.5,2025-03-01 11:06:14,-0.2,
7619,2,6,CC DChg,19:03:30.000,63:25:57.600,-0.1,3.6908,1.143491478,47.65,0.0,1.1,47.65,-0.9,4.5,2025-03-01 11:06:44,-0.2,
7620,2,6,CC DChg,19:04:00.000,63:26:27.600,-0.1,3.6906,1.143991477,47.67,0.0,1.1,47.67,-0.9,4.5,2025-03-01 11:07:14,-0.2,
7621,2,6,CC DChg,19:04:30.000,63:26:57.600,-0.1,3.6904,1.144491476,47.69,0.0,1.1,47.69,-0.9,4.5,2025-03-01 11:07:44,-0.2,
7622,2,6,CC DChg,19:05:00.000,63:27:27.600,-0.1,3.6903,1.144991489,47.71,0.0,1.1,47.71,-0.9,4.5,2025-03-01 11:08:14,-0.2,
7623,2,6,CC DChg,19:05:30.000,63:27:57.600,-0.1,3.6901,1.145491488,47.73,0.0,1.1,47.73,-0.9,4.5,2025-03-01 11:08:44,-0.2,
7624,2,6,CC DChg,19:06:00.000,63:28:27.600,-0.1,3.6899,1.145991488,47.75,0.0,1.1,47.75,-0.9,4.5,2025-03-01 11:09:14,-0.2,
7625,2,6,CC DChg,19:06:30.000,63:28:57.600,-0.1,3.6897,1.146491501,47.77,0.0,1.1,47.77,-0.9,4.5,2025-03-01 11:09:44,-0.2,
7626,2,6,CC DChg,19:07:00.000,63:29:27.600,-0.1,3.6896,1.146991504,47.79,0.0,1.1,47.79,-0.9,4.5,2025-03-01 11:10:14,-0.2,
7627,2,6,CC DChg,19:07:30.000,63:29:57.600,-0.1,3.6894,1.147491503,47.81,0.0,1.1,47.81,-0.9,4.5,2025-03-01 11:10:44,-0.2,
7628,2,6,CC DChg,19:08:00.000,63:30:27.600,-0.1,3.6892,1.147991512,47.83,0.0,1.1,47.83,-0.9,4.5,2025-03-01 11:11:14,-0.2,
7629,2,6,CC DChg,19:08:30.000,63:30:57.600,-0.1,3.6890,1.148491514,47.85,0.0,1.1,47.85,-0.9,4.5,2025-03-01 11:11:44,-0.2,
7630,2,6,CC DChg,19:09:00.000,63:31:27.600,-0.1,3.6888,1.148991517,47.87,0.0,1.1,47.87,-0.9,4.5,2025-03-01 11:12:14,-0.2,
7631,2,6,CC DChg,19:09:30.000,63:31:57.600,-0.1,3.6886,1.149491523,47.90,0.0,1.1,47.90,-0.9,4.5,2025-03-01 11:12:44,-0.2,
7632,2,6,CC DChg,19:10:00.000,63:32:27.600,-0.1,3.6884,1.149991531,47.92,0.0,1.1,47.92,-0.9,4.5,2025-03-01 11:13:14,-0.2,
7633,2,6,CC DChg,19:10:30.000,63:32:57.600,-0.1,3.6883,1.150491533,47.94,0.0,1.2,47.94,-0.9,4.5,2025-03-01 11:13:44,-0.2,
7634,2,6,CC DChg,19:11:00.000,63:33:27.600,-0.1,3.6881,1.150991535,47.96,0.0,1.2,47.96,-0.9,4.5,2025-03-01 11:14:14,-0.2,
7635,2,6,CC DChg,19:11:30.000,63:33:57.600,-0.1,3.6879,1.151491538,47.98,0.0,1.2,47.98,-0.9,4.5,2025-03-01 11:14:44,-0.2,
7636,2,6,CC DChg,19:12:00.000,63:34:27.600,-0.1,3.6877,1.151991535,48.00,0.0,1.2,48.00,-0.9,4.5,2025-03-01 11:15:14,-0.2,
7637,2,6,CC DChg,19:12:30.000,63:34:57.600,-0.1,3.6875,1.152491546,48.02,0.0,1.2,48.02,-0.9,4.5,2025-03-01 11:15:44,-0.2,
7638,2,6,CC DChg,19:13:00.000,63:35:27.600,-0.1,3.6873,1.152991546,48.04,0.0,1.2,48.04,-0.9,4.5,2025-03-01 11:16:14,-0.2,
7639,2,6,CC DChg,19:13:30.000,63:35:57.600,-0.1,3.6871,1.153491547,48.06,0.0,1.2,48.06,-0.9,4.5,2025-03-01 11:16:44,-0.2,
7640,2,6,CC DChg,19:14:00.000,63:36:27.600,-0.1,3.6870,1.153991558,48.08,0.0,1.2,48.08,-0.9,4.5,2025-03-01 11:17:14,-0.2,
7641,2,6,CC DChg,19:14:30.000,63:36:57.600,-0.1,3.6868,1.154491554,48.10,0.0,1.2,48.10,-1.0,4.5,2025-03-01 11:17:44,-0.2,
7642,2,6,CC DChg,19:15:00.000,63:37:27.600,-0.1,3.6866,1.154991555,48.12,0.0,1.2,48.12,-1.0,4.5,2025-03-01 11:18:14,-0.2,
7643,2,6,CC DChg,19:15:30.000,63:37:57.600,-0.1,3.6864,1.155491569,48.15,0.0,1.2,48.15,-1.0,4.5,2025-03-01 11:18:44,-0.2,
7644,2,6,CC DChg,19:16:00.000,63:38:27.600,-0.1,3.6862,1.15599157,48.17,0.0,1.2,48.17,-1.0,4.5,2025-03-01 11:19:14,-0.2,
7645,2,6,CC DChg,19:16:30.000,63:38:57.600,-0.1,3.6860,1.156491571,48.19,0.0,1.2,48.19,-1.0,4.5,2025-03-01 11:19:44,-0.2,
7646,2,6,CC DChg,19:17:00.000,63:39:27.600,-0.1,3.6859,1.156991581,48.21,0.0,1.2,48.21,-1.0,4.5,2025-03-01 11:20:14,-0.2,
7647,2,6,CC DChg,19:17:30.000,63:39:57.600,-0.1,3.6857,1.15749158,48.23,0.0,1.2,48.23,-1.0,4.5,2025-03-01 11:20:44,-0.2,
7648,2,6,CC DChg,19:18:00.000,63:40:27.600,-0.1,3.6855,1.157991582,48.25,0.0,1.2,48.25,-1.0,4.5,2025-03-01 11:21:14,-0.2,
7649,2,6,CC DChg,19:18:30.000,63:40:57.600,-0.1,3.6853,1.158491592,48.27,0.0,1.2,48.27,-1.0,4.5,2025-03-01 11:21:44,-0.2,
7650,2,6,CC DChg,19:19:00.000,63:41:27.600,-0.1,3.6851,1.158991594,48.29,0.0,1.2,48.29,-1.0,4.5,2025-03-01 11:22:14,-0.2,
7651,2,6,CC DChg,19:19:30.000,63:41:57.600,-0.1,3.6850,1.159491595,48.31,0.0,1.2,48.31,-1.0,4.5,2025-03-01 11:22:44,-0.2,
7652,2,6,CC DChg,19:20:00.000,63:42:27.600,-0.1,3.6848,1.159991603,48.33,0.0,1.2,48.33,-1.0,4.5,2025-03-01 11:23:14,-0.2,
7653,2,6,CC DChg,19:20:30.000,63:42:57.600,-0.1,3.6846,1.160491607,48.35,0.0,1.2,48.35,-1.0,4.5,2025-03-01 11:23:44,-0.2,
7654,2,6,CC DChg,19:21:00.000,63:43:27.600,-0.1,3.6844,1.160991611,48.37,0.0,1.2,48.37,-1.0,4.5,2025-03-01 11:24:14,-0.2,
7655,2,6,CC DChg,19:21:30.000,63:43:57.600,-0.1,3.6842,1.161491615,48.40,0.0,1.2,48.40,-1.0,4.5,2025-03-01 11:24:44,-0.2,
7656,2,6,CC DChg,19:22:00.000,63:44:27.600,-0.1,3.6840,1.161991616,48.42,0.0,1.2,48.42,-1.0,4.5,2025-03-01 11:25:14,-0.2,
7657,2,6,CC DChg,19:22:30.000,63:44:57.600,-0.1,3.6839,1.162491617,48.44,0.0,1.2,48.44,-1.0,4.5,2025-03-01 11:25:44,-0.2,
7658,2,6,CC DChg,19:23:00.000,63:45:27.600,-0.1,3.6836,1.16299151,48.46,0.0,1.2,48.46,-1.0,4.6,2025-03-01 11:26:14,-0.2,
7659,2,6,CC DChg,19:23:30.000,63:45:57.600,-0.1,3.6835,1.16349151,48.48,0.0,1.2,48.48,-1.0,4.6,2025-03-01 11:26:44,-0.2,
7660,2,6,CC DChg,19:24:00.000,63:46:27.600,-0.1,3.6833,1.163991507,48.50,0.0,1.2,48.50,-1.0,4.6,2025-03-01 11:27:14,-0.2,
7661,2,6,CC DChg,19:24:30.000,63:46:57.600,-0.1,3.6831,1.164491521,48.52,0.0,1.2,48.52,-1.0,4.6,2025-03-01 11:27:44,-0.2,
7662,2,6,CC DChg,19:25:00.000,63:47:27.600,-0.1,3.6829,1.16499152,48.54,0.0,1.2,48.54,-1.0,4.6,2025-03-01 11:28:14,-0.2,
7663,2,6,CC DChg,19:25:30.000,63:47:57.600,-0.1,3.6827,1.165491522,48.56,0.0,1.2,48.56,-1.0,4.6,2025-03-01 11:28:44,-0.2,
7664,2,6,CC DChg,19:26:00.000,63:48:27.600,-0.1,3.6825,1.165991533,48.58,0.0,1.2,48.58,-1.0,4.6,2025-03-01 11:29:14,-0.2,
7665,2,6,CC DChg,19:26:30.000,63:48:57.600,-0.1,3.6823,1.166491535,48.60,0.0,1.2,48.60,-1.0,4.6,2025-03-01 11:29:44,-0.2,
7666,2,6,CC DChg,19:27:00.000,63:49:27.600,-0.1,3.6822,1.166991541,48.62,0.0,1.2,48.62,-1.0,4.6,2025-03-01 11:30:14,-0.2,
7667,2,6,CC DChg,19:27:30.000,63:49:57.600,-0.1,3.6820,1.167491544,48.65,0.0,1.2,48.65,-1.0,4.6,2025-03-01 11:30:44,-0.2,
7668,2,6,CC DChg,19:28:00.000,63:50:27.600,-0.1,3.6818,1.167991539,48.67,0.0,1.2,48.67,-1.0,4.6,2025-03-01 11:31:14,-0.2,
7669,2,6,CC DChg,19:28:30.000,63:50:57.600,-0.1,3.6816,1.168491541,48.69,0.0,1.2,48.69,-1.0,4.6,2025-03-01 11:31:44,-0.2,
7670,2,6,CC DChg,19:29:00.000,63:51:27.600,-0.1,3.6814,1.168991555,48.71,0.0,1.2,48.71,-1.0,4.6,2025-03-01 11:32:14,-0.2,
7671,2,6,CC DChg,19:29:30.000,63:51:57.600,-0.1,3.6813,1.169491554,48.73,0.0,1.2,48.73,-1.0,4.6,2025-03-01 11:32:44,-0.2,
7672,2,6,CC DChg,19:30:00.000,63:52:27.600,-0.1,3.6810,1.169991559,48.75,0.0,1.2,48.75,-1.0,4.6,2025-03-01 11:33:14,-0.2,
7673,2,6,CC DChg,19:30:30.000,63:52:57.600,-0.1,3.6809,1.170491567,48.77,0.0,1.2,48.77,-1.0,4.6,2025-03-01 11:33:44,-0.2,
