DataPoint,Cycle Index,Step Index,Step Type,Time,Total Time,Current(mA),Voltage(V),Capacity(mAh),Spec. Cap.(mAh/g),Chg. Cap.(mAh),DChg. Cap.(mAh),DChg. Spec. Cap.(mAh/g),Accumulated capacity(mAh),Energy(mWh),Date,Power(mW),
23391,3,47,CC DChg,00:07:30.000,147:26:07.300,-0.2,3.5743,0.03124957,1.30,0.0,0.0,1.30,-1.2,0.1,2025-03-04 23:06:42,-0.9,
23392,3,47,CC DChg,00:08:00.000,147:26:37.300,-0.2,3.5714,0.03333289,1.39,0.0,0.0,1.39,-1.2,0.1,2025-03-04 23:07:12,-0.9,
23393,3,47,CC DChg,00:08:30.000,147:27:07.300,-0.2,3.5686,0.0354162,1.48,0.0,0.0,1.48,-1.2,0.1,2025-03-04 23:07:42,-0.9,
23394,3,47,CC DChg,00:09:00.000,147:27:37.300,-0.2,3.5658,0.03749951,1.56,0.0,0.0,1.56,-1.2,0.1,2025-03-04 23:08:12,-0.9,
23395,3,47,CC DChg,00:09:30.000,147:28:07.300,-0.2,3.5630,0.03958285,1.65,0.0,0.0,1.65,-1.2,0.1,2025-03-04 23:08:42,-0.9,
23396,3,47,CC DChg,00:10:00.000,147:28:37.300,-0.2,3.5602,0.04166615,1.74,0.0,0.0,1.74,-1.2,0.1,2025-03-04 23:09:12,-0.9,
23397,3,47,CC DChg,00:10:30.000,147:29:07.300,-0.2,3.5574,0.04374945,1.82,0.0,0.0,1.82,-1.2,0.2,2025-03-04 23:09:42,-0.9,
23398,3,47,CC DChg,00:11:00.000,147:29:37.300,-0.2,3.5546,0.04583275,1.91,0.0,0.0,1.91,-1.2,0.2,2025-03-04 23:10:12,-0.9,
23399,3,47,CC DChg,00:11:30.000,147:30:07.300,-0.2,3.5518,0.04791605,2.00,0.0,0.0,2.00,-1.2,0.2,2025-03-04 23:10:42,-0.9,
23400,3,47,CC DChg,00:12:00.000,147:30:37.300,-0.2,3.5490,0.04999936,2.08,0.0,0.0,2.08,-1.2,0.2,2025-03-04 23:11:12,-0.9,
23401,3,47,CC DChg,00:12:30.000,147:31:07.300,-0.2,3.5462,0.05208267,2.17,0.0,0.1,2.17,-1.2,0.2,2025-03-04 23:11:42,-0.9,
23402,3,47,CC DChg,00:13:00.000,147:31:37.300,-0.2,3.5433,0.05416597,2.26,0.0,0.1,2.26,-1.2,0.2,2025-03-04 23:12:12,-0.9,
23403,3,47,CC DChg,00:13:30.000,147:32:07.300,-0.2,3.5406,0.05624929,2.34,0.0,0.1,2.34,-1.2,0.2,2025-03-04 23:12:42,-0.9,
23404,3,47,CC DChg,00:14:00.000,147:32:37.300,-0.2,3.5377,0.05833262,2.43,0.0,0.1,2.43,-1.2,0.2,2025-03-04 23:13:12,-0.9,
23405,3,47,CC DChg,00:14:30.000,147:33:07.300,-0.2,3.5348,0.06041594,2.52,0.0,0.1,2.52,-1.2,0.2,2025-03-04 23:13:42,-0.9,
23406,3,47,CC DChg,00:15:00.000,147:33:37.300,-0.2,3.5320,0.06249925,2.60,0.0,0.1,2.60,-1.2,0.2,2025-03-04 23:14:12,-0.9,
23407,3,47,CC DChg,00:15:30.000,147:34:07.300,-0.2,3.5291,0.06458255,2.69,0.0,0.1,2.69,-1.2,0.2,2025-03-04 23:14:42,-0.9,
23408,3,47,CC DChg,00:16:00.000,147:34:37.300,-0.2,3.5263,0.06666584,2.78,0.0,0.1,2.78,-1.2,0.2,2025-03-04 23:15:12,-0.9,
23409,3,47,CC DChg,00:16:30.000,147:35:07.300,-0.2,3.5234,0.06874914,2.86,0.0,0.1,2.86,-1.2,0.2,2025-03-04 23:15:42,-0.9,
23410,3,47,CC DChg,00:17:00.000,147:35:37.300,-0.2,3.5205,0.07083246,2.95,0.0,0.1,2.95,-1.2,0.3,2025-03-04 23:16:12,-0.9,
23411,3,47,CC DChg,00:17:30.000,147:36:07.300,-0.2,3.5176,0.07291576,3.04,0.0,0.1,3.04,-1.2,0.3,2025-03-04 23:16:42,-0.9,
23412,3,47,CC DChg,00:18:00.000,147:36:37.300,-0.2,3.5147,0.07499908,3.12,0.0,0.1,3.12,-1.2,0.3,2025-03-04 23:17:12,-0.9,
23413,3,47,CC DChg,00:18:30.000,147:37:07.300,-0.2,3.5118,0.07708242,3.21,0.0,0.1,3.21,-1.2,0.3,2025-03-04 23:17:42,-0.9,
23414,3,47,CC DChg,00:19:00.000,147:37:37.300,-0.2,3.5089,0.07916573,3.30,0.0,0.1,3.30,-1.2,0.3,2025-03-04 23:18:12,-0.9,
23415,3,47,CC DChg,00:19:30.000,147:38:07.300,-0.2,3.5060,0.08124903,3.39,0.0,0.1,3.39,-1.2,0.3,2025-03-04 23:18:42,-0.9,
23416,3,47,CC DChg,00:20:00.000,147:38:37.300,-0.2,3.5031,0.08333235,3.47,0.0,0.1,3.47,-1.2,0.3,2025-03-04 23:19:12,-0.9,
23417,3,47,CC DChg,00:20:30.000,147:39:07.300,-0.2,3.5001,0.08541561,3.56,0.0,0.1,3.56,-1.2,0.3,2025-03-04 23:19:42,-0.9,
23418,3,47,CC DChg,00:21:00.000,147:39:37.300,-0.2,3.4972,0.08749892,3.65,0.0,0.1,3.65,-1.2,0.3,2025-03-04 23:20:12,-0.9,
23419,3,47,CC DChg,00:21:30.000,147:40:07.300,-0.2,3.4942,0.08958222,3.73,0.0,0.1,3.73,-1.2,0.3,2025-03-04 23:20:42,-0.9,
23420,3,47,CC DChg,00:22:00.000,147:40:37.300,-0.2,3.4912,0.0916655,3.82,0.0,0.1,3.82,-1.2,0.3,2025-03-04 23:21:12,-0.9,
23421,3,47,CC DChg,00:22:30.000,147:41:07.300,-0.2,3.4883,0.09374879,3.91,0.0,0.1,3.91,-1.2,0.3,2025-03-04 23:21:42,-0.9,
23422,3,47,CC DChg,00:23:00.000,147:41:37.300,-0.2,3.4853,0.09583209,3.99,0.0,0.1,3.99,-1.2,0.3,2025-03-04 23:22:12,-0.9,
23423,3,47,CC DChg,00:23:30.000,147:42:07.300,-0.2,3.4824,0.0979154,4.08,0.0,0.1,4.08,-1.3,0.3,2025-03-04 23:22:42,-0.9,
23424,3,47,CC DChg,00:24:00.000,147:42:37.300,-0.2,3.4793,0.09999869,4.17,0.0,0.1,4.17,-1.3,0.4,2025-03-04 23:23:12,-0.9,
23425,3,47,CC DChg,00:24:30.000,147:43:07.300,-0.2,3.4764,0.10208198,4.25,0.0,0.1,4.25,-1.3,0.4,2025-03-04 23:23:42,-0.9,
23426,3,47,CC DChg,00:25:00.000,147:43:37.300,-0.2,3.4734,0.10416526,4.34,0.0,0.1,4.34,-1.3,0.4,2025-03-04 23:24:12,-0.9,
23427,3,47,CC DChg,00:25:30.000,147:44:07.300,-0.2,3.4704,0.10624857,4.43,0.0,0.1,4.43,-1.3,0.4,2025-03-04 23:24:42,-0.9,
23428,3,47,CC DChg,00:26:00.000,147:44:37.300,-0.2,3.4674,0.10833189,4.51,0.0,0.1,4.51,-1.3,0.4,2025-03-04 23:25:12,-0.9,
23429,3,47,CC DChg,00:26:30.000,147:45:07.300,-0.2,3.4644,0.11041519,4.60,0.0,0.1,4.60,-1.3,0.4,2025-03-04 23:25:42,-0.9,
23430,3,47,CC DChg,00:27:00.000,147:45:37.300,-0.2,3.4613,0.11249851,4.69,0.0,0.1,4.69,-1.3,0.4,2025-03-04 23:26:12,-0.9,
23431,3,47,CC DChg,00:27:30.000,147:46:07.300,-0.2,3.4583,0.11458182,4.77,0.0,0.1,4.77,-1.3,0.4,2025-03-04 23:26:42,-0.9,
23432,3,47,CC DChg,00:28:00.000,147:46:37.300,-0.2,3.4552,0.11666514,4.86,0.0,0.1,4.86,-1.3,0.4,2025-03-04 23:27:12,-0.9,
23433,3,47,CC DChg,00:28:30.000,147:47:07.300,-0.2,3.4522,0.11874847,4.95,0.0,0.1,4.95,-1.3,0.4,2025-03-04 23:27:42,-0.9,
23434,3,47,CC DChg,00:29:00.000,147:47:37.300,-0.2,3.4491,0.12083179,5.03,0.0,0.1,5.03,-1.3,0.4,2025-03-04 23:28:12,-0.9,
23435,3,47,CC DChg,00:29:30.000,147:48:07.300,-0.2,3.4461,0.12291512,5.12,0.0,0.1,5.12,-1.3,0.4,2025-03-04 23:28:42,-0.9,
23436,3,47,CC DChg,00:30:00.000,147:48:37.300,-0.2,3.4429,0.12499842,5.21,0.0,0.1,5.21,-1.3,0.4,2025-03-04 23:29:12,-0.9,
23437,3,49,Rest,00:00:00.000,147:48:37.300,0.0,3.4522,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:29:12,0.0,
23438,3,49,Rest,00:00:30.000,147:49:07.300,0.0,3.4628,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:29:42,0.0,
23439,3,49,Rest,00:01:00.000,147:49:37.300,0.0,3.4683,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:30:12,0.0,
23440,3,49,Rest,00:01:30.000,147:50:07.300,0.0,3.4728,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:30:42,0.0,
23441,3,49,Rest,00:02:00.000,147:50:37.300,0.0,3.4767,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:31:12,0.0,
23442,3,49,Rest,00:02:30.000,147:51:07.300,0.0,3.4800,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:31:42,0.0,
23443,3,49,Rest,00:03:00.000,147:51:37.300,0.0,3.4830,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:32:12,0.0,
23444,3,49,Rest,00:03:30.000,147:52:07.300,0.0,3.4856,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:32:42,0.0,
23445,3,49,Rest,00:04:00.000,147:52:37.300,0.0,3.4881,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:33:12,0.0,
23446,3,49,Rest,00:04:30.000,147:53:07.300,0.0,3.4903,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:33:42,0.0,
23447,3,49,Rest,00:05:00.000,147:53:37.300,0.0,3.4924,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:34:12,0.0,
23448,3,49,Rest,00:05:30.000,147:54:07.300,0.0,3.4944,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:34:42,0.0,
23449,3,49,Rest,00:06:00.000,147:54:37.300,0.0,3.4963,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:35:12,0.0,
23450,3,49,Rest,00:06:30.000,147:55:07.300,0.0,3.4980,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:35:42,0.0,
23451,3,49,Rest,00:07:00.000,147:55:37.300,0.0,3.4997,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:36:12,0.0,
23452,3,49,Rest,00:07:30.000,147:56:07.300,0.0,3.5013,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:36:42,0.0,
23453,3,49,Rest,00:08:00.000,147:56:37.300,0.0,3.5028,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:37:12,0.0,
23454,3,49,Rest,00:08:30.000,147:57:07.300,0.0,3.5043,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:37:42,0.0,
23455,3,49,Rest,00:09:00.000,147:57:37.300,0.0,3.5057,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:38:12,0.0,
23456,3,49,Rest,00:09:30.000,147:58:07.300,0.0,3.5070,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:38:42,0.0,
23457,3,49,Rest,00:10:00.000,147:58:37.300,0.0,3.5084,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:39:12,0.0,
23458,3,49,Rest,00:10:30.000,147:59:07.300,0.0,3.5096,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:39:42,0.0,
23459,3,49,Rest,00:11:00.000,147:59:37.300,0.0,3.5109,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:40:12,0.0,
23460,3,49,Rest,00:11:30.000,148:00:07.300,0.0,3.5121,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:40:42,0.0,
23461,3,49,Rest,00:12:00.000,148:00:37.300,0.0,3.5132,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:41:12,0.0,
23462,3,49,Rest,00:12:30.000,148:01:07.300,0.0,3.5144,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:41:42,0.0,
23463,3,49,Rest,00:13:00.000,148:01:37.300,0.0,3.5154,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:42:12,0.0,
23464,3,49,Rest,00:13:30.000,148:02:07.300,0.0,3.5165,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:42:42,0.0,
23465,3,49,Rest,00:14:00.000,148:02:37.300,0.0,3.5176,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:43:12,0.0,
23466,3,49,Rest,00:14:30.000,148:03:07.300,0.0,3.5186,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:43:42,0.0,
23467,3,49,Rest,00:15:00.000,148:03:37.300,0.0,3.5196,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:44:12,0.0,
23468,3,49,Rest,00:15:30.000,148:04:07.300,0.0,3.5205,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:44:42,0.0,
23469,3,49,Rest,00:16:00.000,148:04:37.300,0.0,3.5215,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:45:12,0.0,
23470,3,49,Rest,00:16:30.000,148:05:07.300,0.0,3.5224,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:45:42,0.0,
23471,3,49,Rest,00:17:00.000,148:05:37.300,0.0,3.5233,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:46:12,0.0,
23472,3,49,Rest,00:17:30.000,148:06:07.300,0.0,3.5242,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:46:42,0.0,
23473,3,49,Rest,00:18:00.000,148:06:37.300,0.0,3.5251,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:47:12,0.0,
23474,3,49,Rest,00:18:30.000,148:07:07.300,0.0,3.5259,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:47:42,0.0,
23475,3,49,Rest,00:19:00.000,148:07:37.300,0.0,3.5268,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:48:12,0.0,
23476,3,49,Rest,00:19:30.000,148:08:07.300,0.0,3.5276,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:48:42,0.0,
23477,3,49,Rest,00:20:00.000,148:08:37.300,0.0,3.5284,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:49:12,0.0,
23478,3,49,Rest,00:20:30.000,148:09:07.300,0.0,3.5292,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:49:42,0.0,
23479,3,49,Rest,00:21:00.000,148:09:37.300,0.0,3.5300,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:50:12,0.0,
23480,3,49,Rest,00:21:30.000,148:10:07.300,0.0,3.5307,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:50:42,0.0,
23481,3,49,Rest,00:22:00.000,148:10:37.300,0.0,3.5315,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:51:12,0.0,
23482,3,49,Rest,00:22:30.000,148:11:07.300,0.0,3.5322,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:51:42,0.0,
23483,3,49,Rest,00:23:00.000,148:11:37.300,0.0,3.5329,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:52:12,0.0,
23484,3,49,Rest,00:23:30.000,148:12:07.300,0.0,3.5337,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:52:42,0.0,
23485,3,49,Rest,00:24:00.000,148:12:37.300,0.0,3.5343,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:53:12,0.0,
23486,3,49,Rest,00:24:30.000,148:13:07.300,0.0,3.5351,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:53:42,0.0,
23487,3,49,Rest,00:25:00.000,148:13:37.300,0.0,3.5357,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:54:12,0.0,
23488,3,49,Rest,00:25:30.000,148:14:07.300,0.0,3.5364,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:54:42,0.0,
23489,3,49,Rest,00:26:00.000,148:14:37.300,0.0,3.5371,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:55:12,0.0,
23490,3,49,Rest,00:26:30.000,148:15:07.300,0.0,3.5377,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:55:42,0.0,
23491,3,49,Rest,00:27:00.000,148:15:37.300,0.0,3.5383,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:56:12,0.0,
23492,3,49,Rest,00:27:30.000,148:16:07.300,0.0,3.5389,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:56:42,0.0,
23493,3,49,Rest,00:28:00.000,148:16:37.300,0.0,3.5396,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:57:12,0.0,
23494,3,49,Rest,00:28:30.000,148:17:07.300,0.0,3.5402,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:57:42,0.0,
23495,3,49,Rest,00:29:00.000,148:17:37.300,0.0,3.5408,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:58:12,0.0,
23496,3,49,Rest,00:29:30.000,148:18:07.300,0.0,3.5414,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:58:42,0.0,
23497,3,49,Rest,00:30:00.000,148:18:37.300,0.0,3.5419,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:59:12,0.0,
23498,3,50,CC DChg,00:00:00.000,148:18:37.300,-0.2,3.5330,0,0.00,0.0,0.0,0.00,-1.3,0.0,2025-03-04 23:59:12,-0.9,
23499,3,50,CC DChg,00:00:30.000,148:19:07.300,-0.3,3.5210,0.00208333,0.09,0.0,0.0,0.09,-1.3,0.0,2025-03-04 23:59:42,-0.9,
23500,3,50,CC DChg,00:01:00.000,148:19:37.300,-0.2,3.5139,0.00416666,0.17,0.0,0.0,0.17,-1.3,0.0,2025-03-05 00:00:12,-0.9,
23501,3,50,CC DChg,00:01:30.000,148:20:07.300,-0.3,3.5077,0.00625,0.26,0.0,0.0,0.26,-1.3,0.0,2025-03-05 00:00:42,-0.9,
23502,3,50,CC DChg,00:02:00.000,148:20:37.300,-0.3,3.5021,0.00833336,0.35,0.0,0.0,0.35,-1.3,0.0,2025-03-05 00:01:10,-0.9,
23503,3,50,CC DChg,00:02:30.000,148:21:07.300,-0.2,3.4969,0.01041669,0.43,0.0,0.0,0.43,-1.3,0.0,2025-03-05 00:01:40,-0.9,
23504,3,50,CC DChg,00:03:00.000,148:21:37.300,-0.3,3.4920,0.01250003,0.52,0.0,0.0,0.52,-1.3,0.0,2025-03-05 00:02:10,-0.9,
23505,3,50,CC DChg,00:03:30.000,148:22:07.300,-0.3,3.4874,0.01458337,0.61,0.0,0.0,0.61,-1.3,0.1,2025-03-05 00:02:40,-0.9,
23506,3,50,CC DChg,00:04:00.000,148:22:37.300,-0.3,3.4829,0.01666672,0.69,0.0,0.0,0.69,-1.3,0.1,2025-03-05 00:03:10,-0.9,
23507,3,50,CC DChg,00:04:30.000,148:23:07.300,-0.2,3.4785,0.01875005,0.78,0.0,0.0,0.78,-1.3,0.1,2025-03-05 00:03:40,-0.9,
23508,3,50,CC DChg,00:05:00.000,148:23:37.300,-0.2,3.4743,0.02083338,0.87,0.0,0.0,0.87,-1.3,0.1,2025-03-05 00:04:10,-0.9,
23509,3,50,CC DChg,00:05:30.000,148:24:07.300,-0.3,3.4702,0.02291671,0.95,0.0,0.0,0.95,-1.3,0.1,2025-03-05 00:04:40,-0.9,
23510,3,50,CC DChg,00:06:00.000,148:24:37.300,-0.3,3.4662,0.02500006,1.04,0.0,0.0,1.04,-1.3,0.1,2025-03-05 00:05:10,-0.9,
23511,3,50,CC DChg,00:06:30.000,148:25:07.300,-0.3,3.4622,0.02708339,1.13,0.0,0.0,1.13,-1.3,0.1,2025-03-05 00:05:40,-0.9,
23512,3,50,CC DChg,00:07:00.000,148:25:37.300,-0.3,3.4582,0.02916672,1.22,0.0,0.0,1.22,-1.3,0.1,2025-03-05 00:06:10,-0.9,
23513,3,50,CC DChg,00:07:30.000,148:26:07.300,-0.3,3.4544,0.03125006,1.30,0.0,0.0,1.30,-1.3,0.1,2025-03-05 00:06:40,-0.9,
23514,3,50,CC DChg,00:08:00.000,148:26:37.300,-0.3,3.4505,0.03333339,1.39,0.0,0.0,1.39,-1.3,0.1,2025-03-05 00:07:10,-0.9,
23515,3,50,CC DChg,00:08:30.000,148:27:07.300,-0.3,3.4466,0.03541673,1.48,0.0,0.0,1.48,-1.3,0.1,2025-03-05 00:07:40,-0.9,
23516,3,50,CC DChg,00:09:00.000,148:27:37.300,-0.3,3.4428,0.03750009,1.56,0.0,0.0,1.56,-1.3,0.1,2025-03-05 00:08:10,-0.9,
23517,3,50,CC DChg,00:09:30.000,148:28:07.300,-0.3,3.4390,0.03958341,1.65,0.0,0.0,1.65,-1.3,0.1,2025-03-05 00:08:40,-0.9,
23518,3,50,CC DChg,00:10:00.000,148:28:37.300,-0.3,3.4352,0.04166676,1.74,0.0,0.0,1.74,-1.3,0.1,2025-03-05 00:09:10,-0.9,
23519,3,50,CC DChg,00:10:30.000,148:29:07.300,-0.3,3.4315,0.04375012,1.82,0.0,0.0,1.82,-1.3,0.2,2025-03-05 00:09:40,-0.9,
23520,3,50,CC DChg,00:11:00.000,148:29:37.300,-0.3,3.4277,0.04583345,1.91,0.0,0.0,1.91,-1.3,0.2,2025-03-05 00:10:10,-0.9,
23521,3,50,CC DChg,00:11:30.000,148:30:07.300,-0.3,3.4240,0.0479168,2.00,0.0,0.0,2.00,-1.3,0.2,2025-03-05 00:10:40,-0.9,
23522,3,50,CC DChg,00:12:00.000,148:30:37.300,-0.3,3.4203,0.05000014,2.08,0.0,0.1,2.08,-1.3,0.2,2025-03-05 00:11:10,-0.9,
23523,3,50,CC DChg,00:12:30.000,148:31:07.300,-0.2,3.4166,0.05208348,2.17,0.0,0.1,2.17,-1.3,0.2,2025-03-05 00:11:40,-0.9,
23524,3,50,CC DChg,00:13:00.000,148:31:37.300,-0.2,3.4128,0.05416681,2.26,0.0,0.1,2.26,-1.3,0.2,2025-03-05 00:12:10,-0.9,
23525,3,50,CC DChg,00:13:30.000,148:32:07.300,-0.2,3.4091,0.05625013,2.34,0.0,0.1,2.34,-1.3,0.2,2025-03-05 00:12:40,-0.9,
23526,3,50,CC DChg,00:14:00.000,148:32:37.300,-0.2,3.4054,0.05833346,2.43,0.0,0.1,2.43,-1.3,0.2,2025-03-05 00:13:10,-0.9,
23527,3,50,CC DChg,00:14:30.000,148:33:07.300,-0.3,3.4017,0.0604168,2.52,0.0,0.1,2.52,-1.3,0.2,2025-03-05 00:13:40,-0.9,
23528,3,50,CC DChg,00:15:00.000,148:33:37.300,-0.3,3.3980,0.06250014,2.60,0.0,0.1,2.60,-1.3,0.2,2025-03-05 00:14:10,-0.8,
23529,3,50,CC DChg,00:15:30.000,148:34:07.300,-0.3,3.3943,0.06458346,2.69,0.0,0.1,2.69,-1.3,0.2,2025-03-05 00:14:40,-0.8,
23530,3,50,CC DChg,00:16:00.000,148:34:37.300,-0.3,3.3906,0.06666681,2.78,0.0,0.1,2.78,-1.3,0.2,2025-03-05 00:15:10,-0.8,
23531,3,50,CC DChg,00:16:30.000,148:35:07.300,-0.3,3.3869,0.06875015,2.86,0.0,0.1,2.86,-1.3,0.2,2025-03-05 00:15:40,-0.8,
23532,3,50,CC DChg,00:17:00.000,148:35:37.300,-0.3,3.3832,0.07083349,2.95,0.0,0.1,2.95,-1.3,0.2,2025-03-05 00:16:10,-0.8,
23533,3,50,CC DChg,00:17:30.000,148:36:07.300,-0.2,3.3795,0.07291681,3.04,0.0,0.1,3.04,-1.4,0.3,2025-03-05 00:16:40,-0.8,
23534,3,50,CC DChg,00:18:00.000,148:36:37.300,-0.2,3.3758,0.07500013,3.13,0.0,0.1,3.13,-1.4,0.3,2025-03-05 00:17:10,-0.8,
23535,3,50,CC DChg,00:18:30.000,148:37:07.300,-0.3,3.3721,0.07708349,3.21,0.0,0.1,3.21,-1.4,0.3,2025-03-05 00:17:40,-0.8,
23536,3,50,CC DChg,00:19:00.000,148:37:37.300,-0.3,3.3684,0.07916684,3.30,0.0,0.1,3.30,-1.4,0.3,2025-03-05 00:18:10,-0.8,
23537,3,50,CC DChg,00:19:30.000,148:38:07.300,-0.3,3.3647,0.08125018,3.39,0.0,0.1,3.39,-1.4,0.3,2025-03-05 00:18:40,-0.8,
23538,3,50,CC DChg,00:20:00.000,148:38:37.300,-0.2,3.3610,0.08333351,3.47,0.0,0.1,3.47,-1.4,0.3,2025-03-05 00:19:10,-0.8,
23539,3,50,CC DChg,00:20:30.000,148:39:07.300,-0.2,3.3573,0.08541683,3.56,0.0,0.1,3.56,-1.4,0.3,2025-03-05 00:19:40,-0.8,
23540,3,50,CC DChg,00:21:00.000,148:39:37.300,-0.3,3.3536,0.08750017,3.65,0.0,0.1,3.65,-1.4,0.3,2025-03-05 00:20:10,-0.8,
23541,3,50,CC DChg,00:21:30.000,148:40:07.300,-0.2,3.3499,0.0895835,3.73,0.0,0.1,3.73,-1.4,0.3,2025-03-05 00:20:40,-0.8,
23542,3,50,CC DChg,00:22:00.000,148:40:37.300,-0.3,3.3462,0.09166683,3.82,0.0,0.1,3.82,-1.4,0.3,2025-03-05 00:21:10,-0.8,
23543,3,50,CC DChg,00:22:30.000,148:41:07.300,-0.2,3.3424,0.09375016,3.91,0.0,0.1,3.91,-1.4,0.3,2025-03-05 00:21:40,-0.8,
23544,3,50,CC DChg,00:23:00.000,148:41:37.300,-0.2,3.3387,0.09583346,3.99,0.0,0.1,3.99,-1.4,0.3,2025-03-05 00:22:10,-0.8,
23545,3,50,CC DChg,00:23:30.000,148:42:07.300,-0.2,3.3350,0.09791676,4.08,0.0,0.1,4.08,-1.4,0.3,2025-03-05 00:22:40,-0.8,
23546,3,50,CC DChg,00:24:00.000,148:42:37.300,-0.2,3.3312,0.10000006,4.17,0.0,0.1,4.17,-1.4,0.3,2025-03-05 00:23:10,-0.8,
23547,3,50,CC DChg,00:24:30.000,148:43:07.300,-0.2,3.3275,0.10208337,4.25,0.0,0.1,4.25,-1.4,0.3,2025-03-05 00:23:40,-0.8,
23548,3,50,CC DChg,00:25:00.000,148:43:37.300,-0.2,3.3238,0.10416666,4.34,0.0,0.1,4.34,-1.4,0.4,2025-03-05 00:24:10,-0.8,
23549,3,50,CC DChg,00:25:30.000,148:44:07.300,-0.2,3.3200,0.10624998,4.43,0.0,0.1,4.43,-1.4,0.4,2025-03-05 00:24:40,-0.8,
23550,3,50,CC DChg,00:26:00.000,148:44:37.300,-0.2,3.3163,0.1083333,4.51,0.0,0.1,4.51,-1.4,0.4,2025-03-05 00:25:10,-0.8,
23551,3,50,CC DChg,00:26:30.000,148:45:07.300,-0.2,3.3125,0.1104166,4.60,0.0,0.1,4.60,-1.4,0.4,2025-03-05 00:25:40,-0.8,
